"orig","dest","year5","age","sex","education","flow"
"AUT","CYP",2015,"40-64","Male","Low",8.47795897843295
"AUT","CYP",2015,"40-64","Male","Middle",15.8752460463213
"AUT","CYP",2015,"65+","Female","High",1.54566728020958
"AUT","CYP",2015,"65+","Female","Low",3.15815234601681
"AUT","CYP",2015,"65+","Female","Middle",2.30182395303808
"AUT","CYP",2015,"65+","Male","High",2.17451836694674
"AUT","CYP",2015,"65+","Male","Low",2.74167308217613
"AUT","CYP",2015,"65+","Male","Middle",2.4795956261733
"AUT","CZE",2000,"0-19","Female","High",0.00479743856971653
"AUT","CZE",2000,"0-19","Female","Low",52.5947868299151
"AUT","CZE",2000,"0-19","Female","Middle",20.2219763948319
"AUT","CZE",2000,"0-19","Male","High",0.00679034181164274
"AUT","CZE",2000,"0-19","Male","Low",79.9579650367254
"AUT","CZE",2000,"0-19","Male","Middle",23.5067198996206
"AUT","CZE",2000,"20-39","Female","High",111.208160710491
"AUT","CZE",2000,"20-39","Female","Low",62.8343022204289
"AUT","CZE",2000,"20-39","Female","Middle",301.920465808371
"AUT","CZE",2000,"20-39","Male","High",149.746386425645
"AUT","CZE",2000,"20-39","Male","Low",128.427504772057
"AUT","CZE",2000,"20-39","Male","Middle",409.082527203109
"AUT","CZE",2000,"40-64","Female","High",42.0299494221576
"AUT","CZE",2000,"40-64","Female","Low",47.9723092672822
"AUT","CZE",2000,"40-64","Female","Middle",99.7700521973422
"AUT","CZE",2000,"40-64","Male","High",91.8871299325474
"AUT","CZE",2000,"40-64","Male","Low",88.95829052575
"AUT","CZE",2000,"40-64","Male","Middle",188.959623272287
"AUT","CZE",2000,"65+","Female","High",3.60729867307602
"AUT","CZE",2000,"65+","Female","Low",12.2701589519307
"AUT","CZE",2000,"65+","Female","Middle",19.4377415284945
"AUT","CZE",2000,"65+","Male","High",11.9320023472345
"AUT","CZE",2000,"65+","Male","Low",15.7883205836053
"AUT","CZE",2000,"65+","Male","Middle",24.4210784233444
"AUT","CZE",2005,"0-19","Female","High",0.0106726081949912
"AUT","CZE",2005,"0-19","Female","Low",149.920443442224
"AUT","CZE",2005,"0-19","Female","Middle",38.5991626334117
"AUT","CZE",2005,"0-19","Male","High",0.0253003607292021
"AUT","CZE",2005,"0-19","Male","Low",211.925550884021
"AUT","CZE",2005,"0-19","Male","Middle",48.5321006587077
"AUT","CZE",2005,"20-39","Female","High",278.617483148195
"AUT","CZE",2005,"20-39","Female","Low",111.970348752166
"AUT","CZE",2005,"20-39","Female","Middle",649.094893047101
"AUT","CZE",2005,"20-39","Male","High",346.888253465094
"AUT","CZE",2005,"20-39","Male","Low",214.136599542131
"AUT","CZE",2005,"20-39","Male","Middle",884.340977723659
"AUT","CZE",2005,"40-64","Female","High",109.369425099618
"AUT","CZE",2005,"40-64","Female","Low",78.8559236978369
"AUT","CZE",2005,"40-64","Female","Middle",251.759359000581
"AUT","CZE",2005,"40-64","Male","High",239.926967719875
"AUT","CZE",2005,"40-64","Male","Low",165.383361438961
"AUT","CZE",2005,"40-64","Male","Middle",516.065785760261
"AUT","CZE",2005,"65+","Female","High",9.18724353549263
"AUT","CZE",2005,"65+","Female","Low",19.2868750145868
"AUT","CZE",2005,"65+","Female","Middle",36.7061984732409
"AUT","CZE",2005,"65+","Male","High",25.1587477625274
"AUT","CZE",2005,"65+","Male","Low",23.2856901988121
"AUT","CZE",2005,"65+","Male","Middle",52.3457033820003
"AUT","CZE",2010,"0-19","Female","High",0.0216219584876356
"AUT","CZE",2010,"0-19","Female","Low",308.479704207285
"AUT","CZE",2010,"0-19","Female","Middle",55.0750649258412
"AUT","CZE",2010,"0-19","Male","High",0.0375170043757068
"AUT","CZE",2010,"0-19","Male","Low",367.266397093392
"AUT","CZE",2010,"0-19","Male","Middle",61.4954641050911
"AUT","CZE",2010,"20-39","Female","High",474.017752415155
"AUT","CZE",2010,"20-39","Female","Low",171.516812397453
"AUT","CZE",2010,"20-39","Female","Middle",929.209823601013
"AUT","CZE",2010,"20-39","Male","High",468.945986548081
"AUT","CZE",2010,"20-39","Male","Low",277.187538024432
"AUT","CZE",2010,"20-39","Male","Middle",1061.24912875455
"AUT","CZE",2010,"40-64","Female","High",169.957470485522
"AUT","CZE",2010,"40-64","Female","Low",115.675663466143
"AUT","CZE",2010,"40-64","Female","Middle",372.749063112857
"AUT","CZE",2010,"40-64","Male","High",220.323058636921
"AUT","CZE",2010,"40-64","Male","Low",145.330099844321
"AUT","CZE",2010,"40-64","Male","Middle",477.820446964762
"AUT","CZE",2010,"65+","Female","High",24.8053970197131
"AUT","CZE",2010,"65+","Female","Low",39.7598745061144
"AUT","CZE",2010,"65+","Female","Middle",74.9229239240051
"AUT","CZE",2010,"65+","Male","High",41.7255993460047
"AUT","CZE",2010,"65+","Male","Low",37.5275594986357
"AUT","CZE",2010,"65+","Male","Middle",86.2635192313221
"AUT","CZE",2015,"0-19","Female","High",0.0308913582993883
"AUT","CZE",2015,"0-19","Female","Low",407.793153317711
"AUT","CZE",2015,"0-19","Female","Middle",73.5274353361988
"AUT","CZE",2015,"0-19","Male","High",0.0395168070210486
"AUT","CZE",2015,"0-19","Male","Low",488.841035027716
"AUT","CZE",2015,"0-19","Male","Middle",83.3476044122014
"AUT","CZE",2015,"20-39","Female","High",691.785558333603
"AUT","CZE",2015,"20-39","Female","Low",179.619745203673
"AUT","CZE",2015,"20-39","Female","Middle",1175.05656749247
"AUT","CZE",2015,"20-39","Male","High",639.992641203512
"AUT","CZE",2015,"20-39","Male","Low",301.724661251253
"AUT","CZE",2015,"20-39","Male","Middle",1382.31280204299
"AUT","CZE",2015,"40-64","Female","High",221.694393392187
"AUT","CZE",2015,"40-64","Female","Low",144.666767295011
"AUT","CZE",2015,"40-64","Female","Middle",483.004889742269
"AUT","CZE",2015,"40-64","Male","High",289.812569330524
"AUT","CZE",2015,"40-64","Male","Low",192.312239585088
"AUT","CZE",2015,"40-64","Male","Middle",641.650865446744
"AUT","CZE",2015,"65+","Female","High",36.5628577888423
"AUT","CZE",2015,"65+","Female","Low",50.4107616479001
"AUT","CZE",2015,"65+","Female","Middle",97.6263283806206
"AUT","CZE",2015,"65+","Male","High",56.9273960833656
"AUT","CZE",2015,"65+","Male","Low",44.4782383451641
"AUT","CZE",2015,"65+","Male","Middle",122.019071653342
"AUT","DEU",2000,"0-19","Female","High",0.146671469883583
"AUT","DEU",2000,"0-19","Female","Low",1138.07052002287
"AUT","DEU",2000,"0-19","Female","Middle",391.420697758655
"AUT","DEU",2000,"0-19","Male","High",0.176849938922227
"AUT","DEU",2000,"0-19","Male","Low",1222.72114356708
"AUT","DEU",2000,"0-19","Male","Middle",397.9264135614
"AUT","DEU",2000,"20-39","Female","High",2141.37016870871
"AUT","DEU",2000,"20-39","Female","Low",1561.86053457488
"AUT","DEU",2000,"20-39","Female","Middle",3162.02600274332
"AUT","DEU",2000,"20-39","Male","High",2489.32077535635
"AUT","DEU",2000,"20-39","Male","Low",1687.9462369326
"AUT","DEU",2000,"20-39","Male","Middle",3564.24478863798
"AUT","DEU",2000,"40-64","Female","High",589.687650193638
"AUT","DEU",2000,"40-64","Female","Low",582.583194161136
"AUT","DEU",2000,"40-64","Female","Middle",1208.31460539111
"AUT","DEU",2000,"40-64","Male","High",957.535711159898
"AUT","DEU",2000,"40-64","Male","Low",695.343278758745
"AUT","DEU",2000,"40-64","Male","Middle",1364.05657000486
"AUT","DEU",2000,"65+","Female","High",69.3253952622857
"AUT","DEU",2000,"65+","Female","Low",131.949871104013
"AUT","DEU",2000,"65+","Female","Middle",284.103582458376
"AUT","DEU",2000,"65+","Male","High",134.489376666033
"AUT","DEU",2000,"65+","Male","Low",164.696117994439
"AUT","DEU",2000,"65+","Male","Middle",194.31613007564
"AUT","DEU",2005,"0-19","Female","High",0.194286780605289
"AUT","DEU",2005,"0-19","Female","Low",2605.94501488397
"AUT","DEU",2005,"0-19","Female","Middle",712.632496990579
"AUT","DEU",2005,"0-19","Male","High",0.245234613387893
"AUT","DEU",2005,"0-19","Male","Low",2856.79853694902
"AUT","DEU",2005,"0-19","Male","Middle",716.748366988489
"AUT","DEU",2005,"20-39","Female","High",4692.00996543302
"AUT","DEU",2005,"20-39","Female","Low",3339.01902162095
"AUT","DEU",2005,"20-39","Female","Middle",5932.35929042566
"AUT","DEU",2005,"20-39","Male","High",5230.58276501262
"AUT","DEU",2005,"20-39","Male","Low",3646.12755381548
"AUT","DEU",2005,"20-39","Male","Middle",6820.23421318903
"AUT","DEU",2005,"40-64","Female","High",1401.71334490801
"AUT","DEU",2005,"40-64","Female","Low",1300.40324703243
"AUT","DEU",2005,"40-64","Female","Middle",2584.93267673932
"AUT","DEU",2005,"40-64","Male","High",2415.29445752736
"AUT","DEU",2005,"40-64","Male","Low",1696.05755583853
"AUT","DEU",2005,"40-64","Male","Middle",3172.40293615032
"AUT","DEU",2005,"65+","Female","High",170.707786385968
"AUT","DEU",2005,"65+","Female","Low",260.650428446328
"AUT","DEU",2005,"65+","Female","Middle",536.716552618583
"AUT","DEU",2005,"65+","Male","High",291.104072617583
"AUT","DEU",2005,"65+","Male","Low",303.861526920731
"AUT","DEU",2005,"65+","Male","Middle",440.163416425863
"AUT","DEU",2010,"0-19","Female","High",0.317235655773975
"AUT","DEU",2010,"0-19","Female","Low",4700.94486761061
"AUT","DEU",2010,"0-19","Female","Middle",910.929635313659
"AUT","DEU",2010,"0-19","Male","High",0.399449249594701
"AUT","DEU",2010,"0-19","Male","Low",5069.76476132346
"AUT","DEU",2010,"0-19","Male","Middle",962.450061294716
"AUT","DEU",2010,"20-39","Female","High",6115.6699167796
"AUT","DEU",2010,"20-39","Female","Low",4609.83021130048
"AUT","DEU",2010,"20-39","Female","Middle",7009.52706177547
"AUT","DEU",2010,"20-39","Male","High",6244.91587461877
"AUT","DEU",2010,"20-39","Male","Low",4900.06762118143
"AUT","DEU",2010,"20-39","Male","Middle",8170.70562648152
"AUT","DEU",2010,"40-64","Female","High",2348.7046860395
"AUT","DEU",2010,"40-64","Female","Low",1956.56270984566
"AUT","DEU",2010,"40-64","Female","Middle",4057.85803006197
"AUT","DEU",2010,"40-64","Male","High",3175.93088833102
"AUT","DEU",2010,"40-64","Male","Low",2199.65752648513
"AUT","DEU",2010,"40-64","Male","Middle",4418.22190383772
"AUT","DEU",2010,"65+","Female","High",284.29896449015
"AUT","DEU",2010,"65+","Female","Low",369.4947189464
"AUT","DEU",2010,"65+","Female","Middle",790.835727351035
"AUT","DEU",2010,"65+","Male","High",477.0122578577
"AUT","DEU",2010,"65+","Male","Low",433.799548672676
"AUT","DEU",2010,"65+","Male","Middle",676.031099706945
"AUT","DEU",2015,"0-19","Female","High",0.154726513508696
"AUT","DEU",2015,"0-19","Female","Low",5183.74804557758
"AUT","DEU",2015,"0-19","Female","Middle",1093.91327016971
"AUT","DEU",2015,"0-19","Male","High",0.314322651718544
"AUT","DEU",2015,"0-19","Male","Low",5563.11549751705
"AUT","DEU",2015,"0-19","Male","Middle",1121.18261166181
"AUT","DEU",2015,"20-39","Female","High",8212.09006907506
"AUT","DEU",2015,"20-39","Female","Low",4920.19220887301
"AUT","DEU",2015,"20-39","Female","Middle",8438.23641651397
"AUT","DEU",2015,"20-39","Male","High",7790.21510369381
"AUT","DEU",2015,"20-39","Male","Low",5185.91898411062
"AUT","DEU",2015,"20-39","Male","Middle",10194.4574392864
"AUT","DEU",2015,"40-64","Female","High",2446.53779848848
"AUT","DEU",2015,"40-64","Female","Low",1619.84793535172
"AUT","DEU",2015,"40-64","Female","Middle",3601.61840818769
"AUT","DEU",2015,"40-64","Male","High",3437.26716155476
"AUT","DEU",2015,"40-64","Male","Low",2011.80893823971
"AUT","DEU",2015,"40-64","Male","Middle",4595.13951569508
"AUT","DEU",2015,"65+","Female","High",318.675723137863
"AUT","DEU",2015,"65+","Female","Low",322.771295917049
"AUT","DEU",2015,"65+","Female","Middle",733.326977770353
"AUT","DEU",2015,"65+","Male","High",519.772339493195
"AUT","DEU",2015,"65+","Male","Low",393.554646172944
"AUT","DEU",2015,"65+","Male","Middle",655.157195664323
"AUT","DNK",2000,"0-19","Female","High",0.0171322514484569
"AUT","DNK",2000,"0-19","Female","Low",22.6712779753122
"AUT","DNK",2000,"0-19","Female","Middle",14.4534677392383
"AUT","DNK",2000,"0-19","Male","High",0.018120202888683
"AUT","DNK",2000,"0-19","Male","Low",24.357263683748
"AUT","DNK",2000,"0-19","Male","Middle",13.9844550569013
"AUT","DNK",2000,"20-39","Female","High",51.0545470981114
"AUT","DNK",2000,"20-39","Female","Low",19.5871336701817
"AUT","DNK",2000,"20-39","Female","Middle",169.008439799124
"AUT","DNK",2000,"20-39","Male","High",46.6286715989099
"AUT","DNK",2000,"20-39","Male","Low",15.5263083961478
"AUT","DNK",2000,"20-39","Male","Middle",202.401380929599
"AUT","DNK",2000,"40-64","Female","High",9.92586107518171
"AUT","DNK",2000,"40-64","Female","Low",4.17460543718947
"AUT","DNK",2000,"40-64","Female","Middle",19.4895748329798
"AUT","DNK",2000,"40-64","Male","High",12.0517987254963
"AUT","DNK",2000,"40-64","Male","Low",3.64921723578978
"AUT","DNK",2000,"40-64","Male","Middle",25.3634116822099
"AUT","DNK",2000,"65+","Female","High",0.90462734390721
"AUT","DNK",2000,"65+","Female","Low",0.641176069279184
"AUT","DNK",2000,"65+","Female","Middle",3.50286171095004
"AUT","DNK",2000,"65+","Male","High",1.37839639899398
"AUT","DNK",2000,"65+","Male","Low",0.419115365290012
"AUT","DNK",2000,"65+","Male","Middle",3.98117370015924
"AUT","DNK",2005,"0-19","Female","High",0.0399035452209254
"AUT","DNK",2005,"0-19","Female","Low",64.2834779044602
"AUT","DNK",2005,"0-19","Female","Middle",30.547172350444
"AUT","DNK",2005,"0-19","Male","High",0.0430618914868188
"AUT","DNK",2005,"0-19","Male","Low",69.970911361904
"AUT","DNK",2005,"0-19","Male","Middle",26.4190729661605
"AUT","DNK",2005,"20-39","Female","High",110.271074998507
"AUT","DNK",2005,"20-39","Female","Low",29.6630933945544
"AUT","DNK",2005,"20-39","Female","Middle",294.240604396526
"AUT","DNK",2005,"20-39","Male","High",94.0225373486036
"AUT","DNK",2005,"20-39","Male","Low",22.8768448964276
"AUT","DNK",2005,"20-39","Male","Middle",343.836563435653
"AUT","DNK",2005,"40-64","Female","High",24.043598848636
"AUT","DNK",2005,"40-64","Female","Low",10.8739898422461
"AUT","DNK",2005,"40-64","Female","Middle",42.3168317165374
"AUT","DNK",2005,"40-64","Male","High",28.5227445541193
"AUT","DNK",2005,"40-64","Male","Low",9.99971214328493
"AUT","DNK",2005,"40-64","Male","Middle",58.4456795340729
"AUT","DNK",2005,"65+","Female","High",1.87567730593342
"AUT","DNK",2005,"65+","Female","Low",1.21756037502593
"AUT","DNK",2005,"65+","Female","Middle",5.77702191760055
"AUT","DNK",2005,"65+","Male","High",2.74998481679409
"AUT","DNK",2005,"65+","Male","Low",0.816295439493572
"AUT","DNK",2005,"65+","Male","Middle",6.58682886402595
"AUT","DNK",2010,"0-19","Female","High",0.0400074141636314
"AUT","DNK",2010,"0-19","Female","Low",59.603692481025
"AUT","DNK",2010,"0-19","Female","Middle",28.8141620917251
"AUT","DNK",2010,"0-19","Male","High",0.0396452745266774
"AUT","DNK",2010,"0-19","Male","Low",71.6364996178724
"AUT","DNK",2010,"0-19","Male","Middle",27.2472794976044
"AUT","DNK",2010,"20-39","Female","High",114.647880574406
"AUT","DNK",2010,"20-39","Female","Low",22.9155412776316
"AUT","DNK",2010,"20-39","Female","Middle",245.609613819804
"AUT","DNK",2010,"20-39","Male","High",83.9891731262332
"AUT","DNK",2010,"20-39","Male","Low",18.5713667095664
"AUT","DNK",2010,"20-39","Male","Middle",296.375047676385
"AUT","DNK",2010,"40-64","Female","High",27.1103238284225
"AUT","DNK",2010,"40-64","Female","Low",12.6386481745593
"AUT","DNK",2010,"40-64","Female","Middle",42.1665882642247
"AUT","DNK",2010,"40-64","Male","High",28.1031670429649
"AUT","DNK",2010,"40-64","Male","Low",11.7514271498122
"AUT","DNK",2010,"40-64","Male","Middle",56.5769606389949
"AUT","DNK",2010,"65+","Female","High",2.90872838502666
"AUT","DNK",2010,"65+","Female","Low",1.80617611280361
"AUT","DNK",2010,"65+","Female","Middle",6.39198404555669
"AUT","DNK",2010,"65+","Male","High",3.82969057933032
"AUT","DNK",2010,"65+","Male","Low",1.22915422126263
"AUT","DNK",2010,"65+","Male","Middle",7.78216950394505
"AUT","DNK",2015,"0-19","Female","High",0.00723006039502492
"AUT","DNK",2015,"0-19","Female","Low",64.5346478091674
"AUT","DNK",2015,"0-19","Female","Middle",37.9404517655244
"AUT","DNK",2015,"0-19","Male","High",0.0109560788403488
"AUT","DNK",2015,"0-19","Male","Low",74.6388512855343
"AUT","DNK",2015,"0-19","Male","Middle",42.3714711789111
"AUT","DNK",2015,"20-39","Female","High",166.290957323157
"AUT","DNK",2015,"20-39","Female","Low",24.1927634864497
"AUT","DNK",2015,"20-39","Female","Middle",268.412513185333
"AUT","DNK",2015,"20-39","Male","High",113.97880158838
"AUT","DNK",2015,"20-39","Male","Low",18.7591307893023
"AUT","DNK",2015,"20-39","Male","Middle",333.086932554675
"AUT","DNK",2015,"40-64","Female","High",33.6943105634504
"AUT","DNK",2015,"40-64","Female","Low",14.3971432622915
"AUT","DNK",2015,"40-64","Female","Middle",43.7262272032727
"AUT","DNK",2015,"40-64","Male","High",34.6855482657044
"AUT","DNK",2015,"40-64","Male","Low",13.9919743620956
"AUT","DNK",2015,"40-64","Male","Middle",64.7987354298252
"AUT","DNK",2015,"65+","Female","High",3.8360385727889
"AUT","DNK",2015,"65+","Female","Low",2.42348012455421
"AUT","DNK",2015,"65+","Female","Middle",7.10075072372148
"AUT","DNK",2015,"65+","Male","High",5.05132260925963
"AUT","DNK",2015,"65+","Male","Low",1.95163119532319
"AUT","DNK",2015,"65+","Male","Middle",9.3770532308252
"AUT","ESP",2000,"0-19","Female","High",0.000749505085288875
"AUT","ESP",2000,"0-19","Female","Low",69.4784204239452
"AUT","ESP",2000,"0-19","Female","Middle",13.1395765027849
"AUT","ESP",2000,"0-19","Male","High",0.000911704478445976
"AUT","ESP",2000,"0-19","Male","Low",78.6707339259413
"AUT","ESP",2000,"0-19","Male","Middle",15.1151783035915
"AUT","ESP",2000,"20-39","Female","High",90.0880302313181
"AUT","ESP",2000,"20-39","Female","Low",179.334027891896
"AUT","ESP",2000,"20-39","Female","Middle",168.822168841893
"AUT","ESP",2000,"20-39","Male","High",92.2882019488435
"AUT","ESP",2000,"20-39","Male","Low",218.744684220878
"AUT","ESP",2000,"20-39","Male","Middle",179.398170522678
"AUT","ESP",2000,"40-64","Female","High",19.8333368903144
"AUT","ESP",2000,"40-64","Female","Low",90.9870538589596
"AUT","ESP",2000,"40-64","Female","Middle",50.2789285103778
"AUT","ESP",2000,"40-64","Male","High",31.5380906381224
"AUT","ESP",2000,"40-64","Male","Low",96.8864037593339
"AUT","ESP",2000,"40-64","Male","Middle",60.7262907615439
"AUT","ESP",2000,"65+","Female","High",2.05653090494636
"AUT","ESP",2000,"65+","Female","Low",26.0178860909538
"AUT","ESP",2000,"65+","Female","Middle",7.7954578516501
"AUT","ESP",2000,"65+","Male","High",4.04551928259841
"AUT","ESP",2000,"65+","Male","Low",27.6318522903298
"AUT","ESP",2000,"65+","Male","Middle",9.51528792757889
"AUT","ESP",2005,"0-19","Female","High",0.00146120420476084
"AUT","ESP",2005,"0-19","Female","Low",187.087900184202
"AUT","ESP",2005,"0-19","Female","Middle",31.6059583850111
"AUT","ESP",2005,"0-19","Male","High",0.00150966698351026
"AUT","ESP",2005,"0-19","Male","Low",185.858984586201
"AUT","ESP",2005,"0-19","Male","Middle",30.5125017625671
"AUT","ESP",2005,"20-39","Female","High",280.153138644722
"AUT","ESP",2005,"20-39","Female","Low",304.319507850438
"AUT","ESP",2005,"20-39","Female","Middle",335.183297159707
"AUT","ESP",2005,"20-39","Male","High",261.246904577134
"AUT","ESP",2005,"20-39","Male","Low",334.402785669877
"AUT","ESP",2005,"20-39","Male","Middle",358.85006826958
